Symbol,Date,Close
AMZN,1/2/2019,1539.13
AMZN,1/3/2019,1500.28
AMZN,1/4/2019,1575.39
AMZN,1/7/2019,1629.51
AMZN,1/8/2019,1656.58
AMZN,1/9/2019,1659.42
AMZN,1/10/2019,1656.22
AMZN,1/11/2019,1640.56
AMZN,1/14/2019,1617.21
AMZN,1/15/2019,1674.56
AMZN,1/16/2019,1683.78
AMZN,1/17/2019,1693.22
AMZN,1/18/2019,1696.2
AMZN,1/22/2019,1632.17
AMZN,1/23/2019,1640.02
AMZN,1/24/2019,1654.93
AMZN,1/25/2019,1670.57
AMZN,1/28/2019,1637.89
AMZN,1/29/2019,1593.88
AMZN,1/30/2019,1670.43
AMZN,1/31/2019,1718.73
AMZN,2/1/2019,1626.23
AMZN,2/4/2019,1633.31
AMZN,2/5/2019,1658.81
AMZN,2/6/2019,1640.26
AMZN,2/7/2019,1614.37
AMZN,2/8/2019,1588.22
AMZN,2/11/2019,1591
AMZN,2/12/2019,1638.01
AMZN,2/13/2019,1640
AMZN,2/14/2019,1622.65
AMZN,2/15/2019,1607.95
AMZN,2/19/2019,1627.58
AMZN,2/20/2019,1622.1
AMZN,2/21/2019,1619.44
AMZN,2/22/2019,1631.56
AMZN,2/25/2019,1633
AMZN,2/26/2019,1636.4
AMZN,2/27/2019,1641.09
AMZN,2/28/2019,1639.83
AMZN,3/1/2019,1671.73
AMZN,3/4/2019,1696.17
AMZN,3/5/2019,1692.43
AMZN,3/6/2019,1668.95
AMZN,3/7/2019,1625.95
AMZN,3/8/2019,1620.8
AMZN,3/11/2019,1670.62
AMZN,3/12/2019,1673.1
AMZN,3/13/2019,1690.81
AMZN,3/14/2019,1686.22
AMZN,3/15/2019,1712.36
AMZN,3/18/2019,1742.15
AMZN,3/19/2019,1761.85
AMZN,3/20/2019,1797.27
AMZN,3/21/2019,1819.26
AMZN,3/22/2019,1764.77
AMZN,3/25/2019,1774.26
AMZN,3/26/2019,1783.76
AMZN,3/27/2019,1765.7
AMZN,3/28/2019,1773.42
AMZN,3/29/2019,1780.75
AMZN,4/1/2019,1814.19
AMZN,4/2/2019,1813.98
AMZN,4/3/2019,1820.7
AMZN,4/4/2019,1818.86
AMZN,4/5/2019,1837.28
AMZN,4/8/2019,1849.86
AMZN,4/9/2019,1835.84
AMZN,4/10/2019,1847.33
AMZN,4/11/2019,1844.07
AMZN,4/12/2019,1843.06
AMZN,4/15/2019,1844.87
AMZN,4/16/2019,1863.04
AMZN,4/17/2019,1864.82
AMZN,4/18/2019,1861.69
