Symbol,Date,Close
AAPL,10/30/2019,60.82
AAPL,10/31/2019,62.19
AAPL,11/1/2019,63.96
AAPL,11/4/2019,64.38
AAPL,11/5/2019,64.28
AAPL,11/6/2019,64.31
AAPL,11/7/2019,64.86
AAPL,11/8/2019,65.04
AAPL,11/11/2019,65.55
AAPL,11/12/2019,65.49
AAPL,11/13/2019,66.12
AAPL,11/14/2019,65.66
AAPL,11/15/2019,66.44
AAPL,11/18/2019,66.78
AAPL,11/19/2019,66.57
AAPL,11/20/2019,65.8
AAPL,11/21/2019,65.5
AAPL,11/22/2019,65.44
AAPL,11/25/2019,66.59
AAPL,11/26/2019,66.07
AAPL,11/27/2019,66.96
AAPL,11/29/2019,66.81
AAPL,12/2/2019,66.04
AAPL,12/3/2019,64.86
AAPL,12/4/2019,65.44
AAPL,12/5/2019,66.4
AAPL,12/6/2019,67.68
AAPL,12/9/2019,66.73
AAPL,12/10/2019,67.12
AAPL,12/11/2019,67.69
AAPL,12/12/2019,67.86
AAPL,12/13/2019,68.79
AAPL,12/16/2019,69.97
AAPL,12/17/2019,70.1
AAPL,12/18/2019,69.94
AAPL,12/19/2019,70.01
AAPL,12/20/2019,69.86
AAPL,12/23/2019,71
AAPL,12/24/2019,71.07
AAPL,12/26/2019,72.48
AAPL,12/27/2019,72.45
AAPL,12/30/2019,72.88
AAPL,12/31/2019,73.41
AAPL,1/2/2020,75.09
AAPL,1/3/2020,74.36
AAPL,1/6/2020,74.95
AAPL,1/7/2020,74.6
AAPL,1/8/2020,75.8
AAPL,1/9/2020,77.41
AAPL,1/10/2020,77.58
AAPL,1/13/2020,79.24
AAPL,1/14/2020,78.17
AAPL,1/15/2020,77.83
AAPL,1/16/2020,78.81
AAPL,1/17/2020,79.68
AAPL,1/21/2020,79.14
AAPL,1/22/2020,79.43
AAPL,1/23/2020,79.81
AAPL,1/24/2020,79.58
AAPL,1/27/2020,77.24
AAPL,1/28/2020,79.42
AAPL,1/29/2020,81.08
AAPL,1/30/2020,80.97
AAPL,1/31/2020,77.38
AAPL,2/3/2020,77.17
AAPL,2/4/2020,79.71
AAPL,2/5/2020,80.36
AAPL,2/6/2020,81.3
AAPL,2/7/2020,80.01
AAPL,2/10/2020,80.39
AAPL,2/11/2020,79.9
AAPL,2/12/2020,81.8
AAPL,2/13/2020,81.22
AAPL,2/14/2020,81.24
AAPL,2/18/2020,79.75
AAPL,2/19/2020,80.91
AAPL,2/20/2020,80.08
AAPL,2/21/2020,78.26
AAPL,2/24/2020,74.55
