Symbol,Date,Close
MSFT,6/11/2020,186.27
MSFT,6/12/2020,187.74
MSFT,6/15/2020,188.94
MSFT,6/16/2020,193.57
MSFT,6/17/2020,194.24
MSFT,6/18/2020,196.32
MSFT,6/19/2020,195.15
MSFT,6/22/2020,200.57
MSFT,6/23/2020,201.91
MSFT,6/24/2020,197.84
MSFT,6/25/2020,200.34
MSFT,6/26/2020,196.33
MSFT,6/29/2020,198.44
MSFT,6/30/2020,203.51
MSFT,7/1/2020,204.7
MSFT,7/2/2020,206.26
MSFT,7/6/2020,210.7
MSFT,7/7/2020,208.25
MSFT,7/8/2020,212.83
MSFT,7/9/2020,214.32
MSFT,7/10/2020,213.67
MSFT,7/13/2020,207.07
MSFT,7/14/2020,208.35
MSFT,7/15/2020,208.04
MSFT,7/16/2020,203.92
MSFT,7/17/2020,202.88
MSFT,7/20/2020,211.6
MSFT,7/21/2020,208.75
MSFT,7/22/2020,211.75
MSFT,7/23/2020,202.54
MSFT,7/24/2020,201.3
MSFT,7/27/2020,203.85
MSFT,7/28/2020,202.02
MSFT,7/29/2020,204.06
MSFT,7/30/2020,203.9
MSFT,7/31/2020,205.01
MSFT,8/3/2020,216.54
MSFT,8/4/2020,213.29
MSFT,8/5/2020,212.94
MSFT,8/6/2020,216.35
MSFT,8/7/2020,212.48
MSFT,8/10/2020,208.25
MSFT,8/11/2020,203.38
MSFT,8/12/2020,209.19
MSFT,8/13/2020,208.7
MSFT,8/14/2020,208.9
MSFT,8/17/2020,210.28
MSFT,8/18/2020,211.49
MSFT,8/19/2020,209.7
MSFT,8/20/2020,214.58
MSFT,8/21/2020,213.02
MSFT,8/24/2020,213.69
MSFT,8/25/2020,216.47
MSFT,8/26/2020,221.15
MSFT,8/27/2020,226.58
MSFT,8/28/2020,228.91
MSFT,8/31/2020,225.53
MSFT,9/1/2020,227.27
MSFT,9/2/2020,231.65
MSFT,9/3/2020,217.3
MSFT,9/4/2020,214.25
MSFT,9/8/2020,202.66
MSFT,9/9/2020,211.29
MSFT,9/10/2020,205.37
MSFT,9/11/2020,204.03
MSFT,9/14/2020,205.41
MSFT,9/15/2020,208.78
MSFT,9/16/2020,205.05
MSFT,9/17/2020,202.91
MSFT,9/18/2020,200.39
MSFT,9/21/2020,202.54
MSFT,9/22/2020,207.42
MSFT,9/23/2020,200.59
MSFT,9/24/2020,203.19
MSFT,9/25/2020,207.82
MSFT,9/28/2020,209.44
MSFT,9/29/2020,207.26
MSFT,9/30/2020,210.33
MSFT,10/1/2020,212.46
MSFT,10/2/2020,206.19
MSFT,10/5/2020,210.38
MSFT,10/6/2020,205.91
MSFT,10/7/2020,209.83
MSFT,10/8/2020,210.58
MSFT,10/9/2020,215.81
MSFT,10/12/2020,221.4
MSFT,10/13/2020,222.86
MSFT,10/14/2020,220.86
MSFT,10/15/2020,219.66
MSFT,10/16/2020,219.66
MSFT,10/19/2020,214.22
MSFT,10/20/2020,214.65
MSFT,10/21/2020,214.8
MSFT,10/22/2020,214.89
MSFT,10/23/2020,216.23
MSFT,10/26/2020,210.08
MSFT,10/27/2020,213.25
MSFT,10/28/2020,202.68
MSFT,10/29/2020,204.72
MSFT,10/30/2020,202.47
MSFT,11/2/2020,202.33
MSFT,11/3/2020,206.43
MSFT,11/4/2020,216.39
MSFT,11/5/2020,223.29
MSFT,11/6/2020,223.72
MSFT,11/9/2020,218.39
MSFT,11/10/2020,211.01
MSFT,11/11/2020,216.55
MSFT,11/12/2020,215.44
MSFT,11/13/2020,216.51
MSFT,11/16/2020,217.23
MSFT,11/17/2020,214.46
MSFT,11/18/2020,211.08
MSFT,11/19/2020,212.42
MSFT,11/20/2020,210.39
MSFT,11/23/2020,210.11
MSFT,11/24/2020,213.86
MSFT,11/25/2020,213.87
MSFT,11/27/2020,215.23
MSFT,11/30/2020,214.07
MSFT,12/1/2020,216.21
MSFT,12/2/2020,215.37
MSFT,12/3/2020,214.24
MSFT,12/4/2020,214.36
MSFT,12/7/2020,214.29
MSFT,12/8/2020,216.01
MSFT,12/9/2020,211.8
MSFT,12/10/2020,210.52
MSFT,12/11/2020,213.26
MSFT,12/14/2020,214.2
MSFT,12/15/2020,214.13
MSFT,12/16/2020,219.28
MSFT,12/17/2020,219.42
MSFT,12/18/2020,218.59
MSFT,12/21/2020,222.59
MSFT,12/22/2020,223.94
MSFT,12/23/2020,221.02
MSFT,12/24/2020,222.75
MSFT,12/28/2020,224.96
MSFT,12/29/2020,224.15
MSFT,12/30/2020,221.68
MSFT,12/31/2020,222.42
MSFT,1/4/2021,217.69
MSFT,1/5/2021,217.9
MSFT,1/6/2021,212.25
MSFT,1/7/2021,218.29
MSFT,1/8/2021,219.62
MSFT,1/11/2021,217.49
MSFT,1/12/2021,214.93
MSFT,1/13/2021,216.34
MSFT,1/14/2021,213.02
MSFT,1/15/2021,212.65
MSFT,1/19/2021,216.44
MSFT,1/20/2021,224.34
MSFT,1/21/2021,224.97
MSFT,1/22/2021,225.95
MSFT,1/25/2021,229.53
MSFT,1/26/2021,232.33
MSFT,1/27/2021,232.9
MSFT,1/28/2021,238.93
MSFT,1/29/2021,231.96
MSFT,2/1/2021,239.65
MSFT,2/2/2021,239.51
MSFT,2/3/2021,243
MSFT,2/4/2021,242.01
MSFT,2/5/2021,242.2
MSFT,2/8/2021,242.47
MSFT,2/9/2021,243.77
MSFT,2/10/2021,242.82
MSFT,2/11/2021,244.49
MSFT,2/12/2021,244.99
MSFT,2/16/2021,243.7
MSFT,2/17/2021,244.2
MSFT,2/18/2021,243.79
MSFT,2/19/2021,240.97
MSFT,2/22/2021,234.51
MSFT,2/23/2021,233.27
MSFT,2/24/2021,234.55
MSFT,2/25/2021,228.99
MSFT,2/26/2021,232.38
MSFT,3/1/2021,236.94
MSFT,3/2/2021,233.87
MSFT,3/3/2021,227.56
MSFT,3/4/2021,226.73
MSFT,3/5/2021,231.6
MSFT,3/8/2021,227.39
MSFT,3/9/2021,233.78
MSFT,3/10/2021,232.42
MSFT,3/11/2021,237.13
MSFT,3/12/2021,235.75
MSFT,3/15/2021,234.81
MSFT,3/16/2021,237.71
MSFT,3/17/2021,237.04
MSFT,3/18/2021,230.72
MSFT,3/19/2021,230.35
MSFT,3/22/2021,235.99
MSFT,3/23/2021,237.58
MSFT,3/24/2021,235.46
MSFT,3/25/2021,232.34
MSFT,3/26/2021,236.48
MSFT,3/29/2021,235.24
MSFT,3/30/2021,231.85
MSFT,3/31/2021,235.77
MSFT,4/1/2021,242.35
MSFT,4/5/2021,249.07
MSFT,4/6/2021,247.86
MSFT,4/7/2021,249.9
MSFT,4/8/2021,253.25
MSFT,4/9/2021,255.85
MSFT,4/12/2021,255.91
MSFT,4/13/2021,258.49
MSFT,4/14/2021,255.59
MSFT,4/15/2021,259.5
MSFT,4/16/2021,260.74
MSFT,4/19/2021,258.74
MSFT,4/20/2021,258.26
MSFT,4/21/2021,260.58
MSFT,4/22/2021,257.17
MSFT,4/23/2021,261.15
MSFT,4/26/2021,261.55
MSFT,4/27/2021,261.97
MSFT,4/28/2021,254.56
MSFT,4/29/2021,252.51
MSFT,4/30/2021,252.18
MSFT,5/3/2021,251.86
MSFT,5/4/2021,247.79
MSFT,5/5/2021,246.47
MSFT,5/6/2021,249.73
MSFT,5/7/2021,252.46
MSFT,5/10/2021,247.18
MSFT,5/11/2021,246.23
MSFT,5/12/2021,239
MSFT,5/13/2021,243.03
MSFT,5/14/2021,248.15
MSFT,5/17/2021,245.18
MSFT,5/18/2021,243.08
MSFT,5/19/2021,243.12
MSFT,5/20/2021,246.48
MSFT,5/21/2021,245.17
MSFT,5/24/2021,250.78
MSFT,5/25/2021,251.72
MSFT,5/26/2021,251.49
MSFT,5/27/2021,249.31
MSFT,5/28/2021,249.68
MSFT,6/1/2021,247.4
MSFT,6/2/2021,247.3
MSFT,6/3/2021,245.71
MSFT,6/4/2021,250.79
MSFT,6/7/2021,253.81
MSFT,6/8/2021,252.57
MSFT,6/9/2021,253.59
MSFT,6/10/2021,257.24
MSFT,6/11/2021,257.89
MSFT,6/14/2021,259.89
MSFT,6/15/2021,258.36
MSFT,6/16/2021,257.38
MSFT,6/17/2021,260.9
MSFT,6/18/2021,259.43
MSFT,6/21/2021,262.63
MSFT,6/22/2021,265.51
MSFT,6/23/2021,265.27
MSFT,6/24/2021,266.69
MSFT,6/25/2021,265.02
MSFT,6/28/2021,268.72
MSFT,6/29/2021,271.4
MSFT,6/30/2021,270.9
MSFT,7/1/2021,271.6
MSFT,7/2/2021,277.65
MSFT,7/6/2021,277.66
MSFT,7/7/2021,279.93
MSFT,7/8/2021,277.42
MSFT,7/9/2021,277.94
MSFT,7/12/2021,277.32
MSFT,7/13/2021,280.98
MSFT,7/14/2021,282.51
MSFT,7/15/2021,281.03
MSFT,7/16/2021,280.75
MSFT,7/19/2021,277.01
MSFT,7/20/2021,279.32
MSFT,7/21/2021,281.4
MSFT,7/22/2021,286.14
MSFT,7/23/2021,289.67
MSFT,7/26/2021,289.05
MSFT,7/27/2021,286.54
MSFT,7/28/2021,286.22
MSFT,7/29/2021,286.5
MSFT,7/30/2021,284.91
MSFT,8/2/2021,284.82
MSFT,8/3/2021,287.12
MSFT,8/4/2021,286.51
MSFT,8/5/2021,289.52
MSFT,8/6/2021,289.46
MSFT,8/9/2021,288.33
MSFT,8/10/2021,286.44
MSFT,8/11/2021,286.95
MSFT,8/12/2021,289.81
MSFT,8/13/2021,292.85
MSFT,8/16/2021,294.6
MSFT,8/17/2021,293.08
MSFT,8/18/2021,290.73
MSFT,8/19/2021,296.77
MSFT,8/20/2021,304.36
MSFT,8/23/2021,304.65
MSFT,8/24/2021,302.62
MSFT,8/25/2021,302.01
MSFT,8/26/2021,299.09
MSFT,8/27/2021,299.72
MSFT,8/30/2021,303.59
MSFT,8/31/2021,301.88
MSFT,9/1/2021,301.83
MSFT,9/2/2021,301.15
MSFT,9/3/2021,301.14
MSFT,9/7/2021,300.18
MSFT,9/8/2021,300.21
MSFT,9/9/2021,297.25
MSFT,9/10/2021,295.71
MSFT,9/13/2021,296.99
MSFT,9/14/2021,299.79
MSFT,9/15/2021,304.82
MSFT,9/16/2021,305.22
MSFT,9/17/2021,299.87
MSFT,9/20/2021,294.3
MSFT,9/21/2021,294.8
MSFT,9/22/2021,298.58
MSFT,9/23/2021,299.56
MSFT,9/24/2021,299.35
MSFT,9/27/2021,294.17
MSFT,9/28/2021,283.52
MSFT,9/29/2021,284
MSFT,9/30/2021,281.92
MSFT,10/1/2021,289.1
MSFT,10/4/2021,283.11
MSFT,10/5/2021,288.76
MSFT,10/6/2021,293.11
MSFT,10/7/2021,294.85
MSFT,10/8/2021,294.85
MSFT,10/11/2021,294.23
MSFT,10/12/2021,292.88
MSFT,10/13/2021,296.31
MSFT,10/14/2021,302.75
MSFT,10/15/2021,304.21
MSFT,10/18/2021,307.29
MSFT,10/19/2021,308.23
MSFT,10/20/2021,307.41
MSFT,10/21/2021,310.76
MSFT,10/22/2021,309.16
MSFT,10/25/2021,308.13
MSFT,10/26/2021,310.11
MSFT,10/27/2021,323.17
MSFT,10/28/2021,324.35
MSFT,10/29/2021,331.62
MSFT,11/1/2021,329.37
MSFT,11/2/2021,333.13
MSFT,11/3/2021,334
MSFT,11/4/2021,336.44
MSFT,11/5/2021,336.06
MSFT,11/8/2021,336.99
MSFT,11/9/2021,335.95
MSFT,11/10/2021,330.8
MSFT,11/11/2021,332.43
MSFT,11/12/2021,336.72
MSFT,11/15/2021,336.07
MSFT,11/16/2021,339.51
MSFT,11/17/2021,339.12
MSFT,11/18/2021,341.27
MSFT,11/19/2021,343.11
MSFT,11/22/2021,339.83
MSFT,11/23/2021,337.68
MSFT,11/24/2021,337.91
MSFT,11/26/2021,329.68
MSFT,11/29/2021,336.63
MSFT,11/30/2021,330.59
MSFT,12/1/2021,330.08
MSFT,12/2/2021,329.49
MSFT,12/3/2021,323.01
